,Name,Image,Shade,Color
818,Mini Skin Long Wear Weightless Foundation SPF 15  Natural Tan,Mini Skin Long Wear Weightless Foundation SPF 15 - Natural Tan-Warm Beige.jpg,Warm Beige,"[[174.6060606060606, 133.6767676767677, 89.77777777777776]]"
819,Mini Skin Long Wear Weightless Foundation SPF 15  Natural Tan,Mini Skin Long Wear Weightless Foundation SPF 15 - Natural Tan-Warm Natural.jpg,Warm Natural,"[[196.01962387571547, 151.98037612428453, 102.00981193785773]]"
820,Mini Skin Long Wear Weightless Foundation SPF 15  Natural Tan,Mini Skin Long Wear Weightless Foundation SPF 15 - Natural Tan-Golden.jpg,Golden,"[[202.1721677074041, 146.0, 90.8278322925959]]"
821,Mini Skin Long Wear Weightless Foundation SPF 15  Natural Tan,Mini Skin Long Wear Weightless Foundation SPF 15 - Natural Tan-Natural.jpg,Natural,"[[208.4938704028021, 165.72504378283713, 117.72504378283713]]"
822,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml17 Raf.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-17 Raf.jpg,17 Raf,"[[212.0, 180.0, 131.0]]"
823,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml52 Corretto.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-52 Corretto.jpg,52 Corretto,"[[185.0, 131.0, 84.0]]"
824,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml15 Cappuccino.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-15 Cappuccino.jpg,15 Cappuccino,"[[207.0, 160.0, 140.0]]"
825,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml42 Glace.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-42 Glace.jpg,42 Glace,"[[198.0, 154.0, 96.0]]"
826,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml37 Freddo.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-37 Freddo.jpg,37 Freddo,"[[222.0, 184.0, 128.0]]"
827,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml27 Vienna.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-27 Vienna.jpg,27 Vienna,"[[212.0, 172.0, 132.0]]"
828,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml55 Americano.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-55 Americano.jpg,55 Americano,"[[171.0, 124.0, 78.0]]"
829,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml07 Vanilla Latte.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-07 Vanilla Latte.jpg,07 Vanilla Latte,"[[230.0, 197.0, 171.0]]"
830,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml20 Galao.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-20 Galao.jpg,20 Galao,"[[201.0, 164.0, 117.0]]"
831,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml48 Irish.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-48 Irish.jpg,48 Irish,"[[196.0, 146.0, 102.0]]"
832,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml40 Breve.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-40 Breve.jpg,40 Breve,"[[202.0, 167.0, 114.0]]"
833,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml10 Latte.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-10 Latte.jpg,10 Latte,"[[221.0, 191.0, 157.0]]"
834,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml35 Frappe.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-35 Frappe.jpg,35 Frappe,"[[202.0, 171.0, 126.0]]"
835,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml32 Cortado.jpg,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml-32 Cortado.jpg,32 Cortado,"[[227.0, 185.0, 130.0]]"
836,Women 1.5 HD Liquid Foundation 30 ml2.3.jpg,Women 1.5 HD Liquid Foundation 30 ml-2.3.jpg,2,"[[165.76659167604052, 107.23847019122607, 78.02812148481435]]"
837,Women 1.5 HD Liquid Foundation 30 ml1.5.jpg,Women 1.5 HD Liquid Foundation 30 ml-1.5.jpg,1,"[[164.6938775510204, 110.1938775510204, 85.04591836734694]]"
838,Women 1.5 HD Liquid Foundation 30 ml3.1.jpg,Women 1.5 HD Liquid Foundation 30 ml-3.1.jpg,3,"[[173.15789473684208, 109.98245614035086, 73.63157894736842]]"
839,Women 1.5 HD Liquid Foundation 30 ml3.jpg,Women 1.5 HD Liquid Foundation 30 ml-3.jpg,3,"[[156.66057233704294, 101.05961844197138, 70.3362480127186]]"
841,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 gCashew.jpg,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 g-Cashew.jpg,Cashew,"[[235.0, 180.99999999999997, 140.00000000000003]]"
842,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 gWalnut 103.jpg,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 g-Walnut 103.jpg,Walnut 103,"[[204.72621641249088, 159.06681190994917, 124.36383442265794]]"
843,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 gBeige.jpg,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 g-Beige.jpg,Beige,"[[238.55808656036447, 187.1845102505695, 159.8132118451025]]"
844,Sustainable Photo Focus Stick Foundation  Cream Beige 12g,Sustainable Photo Focus Stick Foundation - Cream Beige 12g-Cream Beige.jpg,Cream Beige,"[[218.0, 156.0, 101.99999999999997]]"
845,Sustainable Photo Focus Stick Foundation  Cream Beige 12g,Sustainable Photo Focus Stick Foundation - Cream Beige 12g-Golden Honey.jpg,Golden Honey,"[[236.0, 168.0, 101.0]]"
849,Women Beige 24Hrs Weightless Liquid FoundationFW 2.1 25 ml,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml-Fw 1.4.jpg,Fw 1,"[[173.6766917293233, 126.82706766917292, 96.18045112781955]]"
850,Women Beige 24Hrs Weightless Liquid FoundationFW 2.1 25 ml,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml-Beige.jpg,Beige,"[[175.84202898550723, 127.84782608695652, 91.60289855072465]]"
851,Women Beige 24Hrs Weightless Liquid FoundationFW 2.1 25 ml,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml-Fw 6.4.jpg,Fw 6,"[[142.78309409888357, 88.45933014354067, 56.82456140350877]]"
852,Women Beige 24Hrs Weightless Liquid FoundationFW 2.1 25 ml,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml-Warm Beige.jpg,Warm Beige,"[[196.9115577889447, 137.53567839195983, 92.35376884422111]]"
853,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30mlNatural 02.jpg,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30ml-Natural 02.jpg,Natural 02,"[[195.0, 158.0, 121.0]]"
854,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30mlBeige.jpg,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30ml-Beige.jpg,Beige,"[[189.0, 153.0, 121.0]]"
855,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30mlSand 03.jpg,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30ml-Sand 03.jpg,Sand 03,"[[178.0, 131.0, 85.0]]"
856,Ultime Pro Hd Runway Ready Foundation Sand 04 30mlSand 04.jpg,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml-Sand 04.jpg,Sand 04,"[[195.0, 132.0, 83.0]]"
857,Ultime Pro Hd Runway Ready Foundation Sand 04 30mlBeige.jpg,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml-Beige.jpg,Beige,"[[237.0, 191.0, 155.0]]"
858,Ultime Pro Hd Runway Ready Foundation Sand 04 30mlBeige 03.jpg,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml-Beige 03.jpg,Beige 03,"[[194.0, 141.0, 101.0]]"
859,Ultime Pro Hd Runway Ready Foundation Sand 04 30mlIvory 01.jpg,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml-Ivory 01.jpg,Ivory 01,"[[194.0, 162.0, 130.0]]"
860,Ultime Pro Hd Runway Ready Foundation Sand 04 30mlAlmond Beige 06.jpg,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml-Almond Beige 06.jpg,Almond Beige 06,"[[207.0, 149.0, 105.0]]"
861,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Golden Cappuccino.jpg,Golden Cappuccino,"[[215.27007299270073, 163.17153284671534, 111.81021897810218]]"
862,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Golden Sand.jpg,Golden Sand,"[[216.37113402061857, 172.82680412371133, 146.7360824742268]]"
863,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Honey.jpg,Honey,"[[229.32600732600733, 184.5897435897436, 133.56043956043956]]"
864,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Skincare.jpg,Skincare,"[[228.0, 202.0, 179.0]]"
865,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Golden Amber.jpg,Golden Amber,"[[199.0, 146.0, 123.0]]"
866,Paris True Match Super Blendable Liquid Foundation  Golden Cappuccino D8W8 30 ml,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml-Riche Sepia.jpg,Riche Sepia,"[[206.96835443037975, 169.6487341772152, 137.66772151898735]]"
867,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 mlFw 1.4.jpg,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 ml-Fw 1.4.jpg,Fw 1,"[[173.6766917293233, 126.82706766917292, 96.18045112781955]]"
868,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 mlBeige.jpg,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 ml-Beige.jpg,Beige,"[[175.84202898550723, 127.84782608695652, 91.60289855072465]]"
869,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 mlFw 6.4.jpg,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 ml-Fw 6.4.jpg,Fw 6,"[[142.78309409888357, 88.45933014354067, 56.82456140350877]]"
870,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 mlWarm Beige.jpg,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 ml-Warm Beige.jpg,Warm Beige,"[[196.9115577889447, 137.53567839195983, 92.35376884422111]]"
874,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml17 Raf.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-17 Raf.jpg,17 Raf,"[[212.0, 180.0, 131.0]]"
875,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml52 Corretto.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-52 Corretto.jpg,52 Corretto,"[[185.0, 131.0, 84.0]]"
876,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml15 Cappuccino.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-15 Cappuccino.jpg,15 Cappuccino,"[[207.0, 160.0, 140.0]]"
877,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml42 Glace.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-42 Glace.jpg,42 Glace,"[[198.0, 154.0, 96.0]]"
878,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml37 Freddo.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-37 Freddo.jpg,37 Freddo,"[[222.0, 184.0, 128.0]]"
879,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml27 Vienna.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-27 Vienna.jpg,27 Vienna,"[[212.0, 172.0, 132.0]]"
880,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml55 Americano.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-55 Americano.jpg,55 Americano,"[[171.0, 124.0, 78.0]]"
881,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml07 Vanilla Latte.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-07 Vanilla Latte.jpg,07 Vanilla Latte,"[[230.0, 197.0, 171.0]]"
882,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml20 Galao.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-20 Galao.jpg,20 Galao,"[[201.0, 164.0, 117.0]]"
883,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml48 Irish.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-48 Irish.jpg,48 Irish,"[[196.0, 146.0, 102.0]]"
884,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml40 Breve.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-40 Breve.jpg,40 Breve,"[[202.0, 167.0, 114.0]]"
885,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml10 Latte.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-10 Latte.jpg,10 Latte,"[[221.0, 191.0, 157.0]]"
886,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml35 Frappe.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-35 Frappe.jpg,35 Frappe,"[[202.0, 171.0, 126.0]]"
887,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml32 Cortado.jpg,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml-32 Cortado.jpg,32 Cortado,"[[227.0, 185.0, 130.0]]"
888,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Sunny.jpg,Sunny,"[[207.0, 147.99999999999994, 107.99999999999997]]"
889,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Rich Cocoa.jpg,Rich Cocoa,"[[120.0, 73.0, 50.0]]"
890,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Toffee.jpg,Toffee,"[[154.0, 109.0, 86.0]]"
891,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-7.jpg,7,"[[207.0, 171.0, 138.99999999999994]]"
892,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Warm Sand.jpg,Warm Sand,"[[133.0, 86.0, 63.0]]"
893,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Medium Beige.jpg,Medium Beige,"[[224.0, 178.0, 137.0]]"
894,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Sand.jpg,Sand,"[[209.0, 155.0, 112.99999999999997]]"
895,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Dark Honey.jpg,Dark Honey,"[[211.0, 157.0, 120.99999999999997]]"
896,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Honey Beige.jpg,Honey Beige,"[[217.0, 165.99999999999994, 120.99999999999997]]"
898,Detox And Protect Foundation 03 Medium Beige 35 ml,Detox And Protect Foundation 03- Medium Beige 35 ml-Silky Brown.jpg,Silky Brown,"[[190.0, 148.0, 122.99999999999997]]"
899,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
900,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
901,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
902,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-3W1 Tawny.jpg,3W1 Tawny,"[[191.93548387096774, 146.16129032258064, 87.38416422287389]]"
903,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
904,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Cinnamon.jpg,Cinnamon,"[[168.0571679859279, 111.2198768689534, 61.139841688654364]]"
905,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Buff.jpg,Buff,"[[246.52173913043478, 208.2826086956522, 168.69565217391303]]"
906,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Honey Bronze.jpg,Honey Bronze,"[[175.77742616033754, 120.41244725738399, 56.68881856540082]]"
907,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-3W2 Cashew.jpg,3W2 Cashew,"[[210.09600000000003, 157.23400000000004, 77.75900000000001]]"
908,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-2W2 Rattan.jpg,2W2 Rattan,"[[206.37605804111246, 163.42321644498188, 99.0012091898428]]"
909,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Rattan.jpg,Rattan,"[[187.0, 143.0, 77.0]]"
910,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Warm Porcelain.jpg,Warm Porcelain,"[[246.74059405940596, 212.7267326732673, 172.90693069306937]]"
911,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Porcelain.jpg,Porcelain,"[[227.89430894308944, 184.57607433217188, 151.29616724738676]]"
912,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Sand.jpg,Sand,"[[201.06172839506172, 146.06172839506172, 74.32098765432097]]"
913,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Spiced Sand.jpg,Spiced Sand,"[[169.869918699187, 115.22357723577237, 42.53252032520325]]"
914,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Ivory Nude.jpg,Ivory Nude,"[[212.79661016949152, 168.0, 117.30508474576271]]"
915,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Alabaster.jpg,Alabaster,"[[245.15344311377245, 210.09131736526948, 176.93488023952096]]"
916,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Bone.jpg,Bone,"[[188.62203023758101, 138.91360691144712, 80.62850971922246]]"
917,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Ivory Beige.jpg,Ivory Beige,"[[168.24545454545455, 125.24545454545455, 77.24545454545455]]"
918,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-Toasty Toffee.jpg,Toasty Toffee,"[[139.66233766233765, 94.16233766233768, 31.44805194805195]]"
919,Double Wear StayIn,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml-NA.jpg,,"[[222.88888888888889, 176.88888888888889, 117.44444444444444]]"
920,Paris Infallible 24H Matte Cover Liquid Foundation255 Natural Sand,Paris Infallible 24H Matte Cover Liquid Foundation-255 Natural Sand-Natural Sand.jpg,Natural Sand,"[[208.37552742616035, 137.37552742616032, 96.91983122362872]]"
921,Paris Infallible 24H Matte Cover Liquid Foundation255 Natural Sand,Paris Infallible 24H Matte Cover Liquid Foundation-255 Natural Sand-Natural Rose 125.jpg,Natural Rose 125,"[[235.60227272727272, 190.60227272727272, 156.5909090909091]]"
922,Paris True Match Liquid Foundation  N4 Beige 30ml,Paris True Match Liquid Foundation - N4 Beige 30ml-Rich Caramel.jpg,Rich Caramel,"[[229.0, 190.0, 152.0]]"
923,Paris True Match Liquid Foundation  N4 Beige 30ml,Paris True Match Liquid Foundation - N4 Beige 30ml-Golden Beige.jpg,Golden Beige,"[[232.0, 206.0, 183.0]]"
924,Paris True Match Liquid Foundation  N4 Beige 30ml,Paris True Match Liquid Foundation - N4 Beige 30ml-Creamy Beige N4.jpg,Creamy Beige N4,"[[216.0, 179.0, 159.99999999999994]]"
925,Paris True Match Liquid Foundation  N4 Beige 30ml,Paris True Match Liquid Foundation - N4 Beige 30ml-Ivory.jpg,Ivory,"[[243.0, 219.0, 187.0]]"
926,Soft Touch Mousse MakeUp ,Soft Touch Mousse Make-Up - 02 Matt Beige-4.jpg,4,"[[220.0, 182.0, 163.0]]"
927,Soft Touch Mousse MakeUp ,Soft Touch Mousse Make-Up - 02 Matt Beige-02 Matt Beige.jpg,02 Matt Beige,"[[207.06508875739644, 161.4792899408284, 138.1715976331361]]"
928,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
929,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
930,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
931,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-3W1 Tawny.jpg,3W1 Tawny,"[[191.93548387096774, 146.16129032258064, 87.38416422287389]]"
932,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
933,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Cinnamon.jpg,Cinnamon,"[[168.0571679859279, 111.2198768689534, 61.139841688654364]]"
934,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Buff.jpg,Buff,"[[246.52173913043478, 208.2826086956522, 168.69565217391303]]"
935,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Honey Bronze.jpg,Honey Bronze,"[[175.77742616033754, 120.41244725738399, 56.68881856540082]]"
936,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-3W2 Cashew.jpg,3W2 Cashew,"[[210.09600000000003, 157.23400000000004, 77.75900000000001]]"
937,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-2W2 Rattan.jpg,2W2 Rattan,"[[206.37605804111246, 163.42321644498188, 99.0012091898428]]"
938,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Rattan.jpg,Rattan,"[[187.0, 143.0, 77.0]]"
939,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Warm Porcelain.jpg,Warm Porcelain,"[[246.74059405940596, 212.7267326732673, 172.90693069306937]]"
940,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Porcelain.jpg,Porcelain,"[[227.89430894308944, 184.57607433217188, 151.29616724738676]]"
941,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Sand.jpg,Sand,"[[201.06172839506172, 146.06172839506172, 74.32098765432097]]"
942,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Spiced Sand.jpg,Spiced Sand,"[[169.869918699187, 115.22357723577237, 42.53252032520326]]"
943,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Ivory Nude.jpg,Ivory Nude,"[[212.79661016949152, 168.0, 117.30508474576271]]"
944,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Alabaster.jpg,Alabaster,"[[245.15344311377245, 210.09131736526948, 176.93488023952096]]"
945,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Bone.jpg,Bone,"[[188.62203023758101, 138.91360691144712, 80.62850971922248]]"
946,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Ivory Beige.jpg,Ivory Beige,"[[168.24545454545455, 125.24545454545455, 77.24545454545455]]"
947,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-Toasty Toffee.jpg,Toasty Toffee,"[[139.66233766233768, 94.16233766233768, 31.448051948051955]]"
948,Double Wear Stayin,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml-NA.jpg,,"[[222.88888888888889, 176.88888888888889, 117.44444444444444]]"
949,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
950,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
951,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
952,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-3W1 Tawny.jpg,3W1 Tawny,"[[191.93548387096774, 146.16129032258064, 87.38416422287389]]"
